sourceId,lineId,customerId,validAfter,expiryDate,sku,attribute1,attribute2,attribute7,attribute11,userGroupEdit,userGroupViewDetails
P-2726,64924U2z06152x1,CD-00002,2019-07-13,2019-07-28,Pfx-2.9,40,42.9,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2728,7y43h7vO22yv06z,CD-00071,2021-10-29,2021-11-17,Pfx-3.7,210,10.4,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2730,s6w6307u0U6p65F,CD-00151,2019-07-04,2019-08-31,Pfx-3.7,190,10.4,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2732,Vc0R53X569o514N,,2019-02-04,2019-03-19,Pfx-2.7,15,14.4,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2732,7XCrt455u339C86,CD-00036,2021-10-22,2021-11-27,Pfx-3.3,480,19,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2732,551j7r5966n1WEO,,2020-01-01,2020-02-20,Pfx-3.5,22,11.7,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2734,63ABrih4bu08D2O,CD-00048,2019-12-22,2020-02-01,Pfx-3.4,10,9.6,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2740,32s4240mx1W69rS,CG-0029,2021-03-17,2021-04-19,Pfx-3.4,100,9.6,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2743,4163FfX2809PFO4,,2020-05-02,2020-05-19,Pfx-3.6,35,15,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2744,Y6k8Z2081Q49k5b,,2019-12-03,2020-01-27,Pfx-3.3,23,17.1,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2745,7y69p42F26235Bc,CG-0015,2020-09-09,2020-10-05,Pfx-abc-5,120,9.6,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2748,24V5c2F7Y253465,,2019-05-14,2019-07-13,Pfx-abc-8,5,18,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2755,U4yy28YAC311My4,,2019-02-20,2019-02-28,Pfx-6.0,14,30,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2756,Ls2wPW62p0k85S5,,2019-02-09,2019-02-13,Pfx-3.1,16,15,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2757,7c6YnRaH4Jw3vww,CG-0007,2021-07-02,2021-08-07,Pfx-4.0,130,15,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2758,1D86746gY585XY0,CD-00127,2020-09-20,2020-11-11,Pfx-abc-7,30,11,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2766,4bslM677D0923Vg,CH-0014,2021-08-08,2021-08-27,Pfx-3.5,840,11.7,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2768,1xc2n3d8EhX197b,CD-00042,2020-12-11,2021-01-22,Pfx-5.0,70,8,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2768,T5XP2i5L66fkXf3,CD-00083,2020-02-05,2020-03-25,Pfx-abc-2,150,15.4,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2772,Yo3ed0u6209D709,CD-00099,2020-03-20,2020-04-25,Pfx-2.9,160,35.1,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2772,LT9O03KaKKEQk5O,CD-00111,2021-06-11,2021-07-29,Pfx-3.5,220,13,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2772,9Qk58q87g169LhY,CD-00127,2021-02-13,2021-04-04,Pfx-abc-7,130,9.9,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2773,30EvFqVE2AgA5Lf,CG-0005,2019-07-01,2019-08-22,Pfx-abc-2,270,14,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2775,UF7wU3a4133WY5o,,2021-02-01,2021-03-25,Pfx-3.5,12,14.3,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2778,9RY3GckJ7AT3u94,,2021-03-17,2021-03-22,Pfx-2.8,17,19,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2779,9rfF294Pqi4Gm73,CD-00017,2019-01-19,2019-03-12,Pfx-3.4,110,12,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2782,6r3d2y6o28sA6Kt,,2021-10-24,2021-11-03,Pfx-abc-2,70,12.6,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2783,ja1585H3gv5KM8A,CD-00001,2020-02-12,2020-02-15,Pfx-3.7,190,14.3,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2784,J41Gs3k5A6W0243,,2021-11-22,2021-12-08,Pfx-6.0,87,27,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2785,ejC98U37G54OKW5,,2020-02-08,2020-03-24,Pfx-abc-7,11,12.1,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2786,I6Rxz513c8262h6,CD-00103,2020-07-03,2020-07-21,Pfx-abc-7,50,11,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2787,uj2oZYXW8Ml9IZ9,CD-00115,2020-09-08,2020-10-13,Pfx-2.9,1,35.1,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2787,1a4PN45F33gWXa8,CD-00123,2021-06-22,2021-07-15,Pfx-3.2,10,8.8,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2791,J381i1c1F06xIkY,CD-00061,2019-09-13,2019-11-06,Pfx-3.6,90,15,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2793,44fPg251IDN0nPH,CG-0011,2019-10-27,2019-12-17,Pfx-3.5,20,13,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2794,CV9MtpUq312ZgE4,,2019-07-12,2019-09-06,Pfx-abc-3,9,7.2,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2799,7C158nY44Xm6242,CD-00090,2021-05-27,2021-06-04,Pfx-abc-6,460,19,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2801,34oqQv73FP1fN7N,CD-00004,2020-06-24,2020-07-06,Pfx-3.7,40,11.7,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2801,426if71MgFO3xke,,2020-12-29,2021-01-20,Pfx-abc-4,65,15.3,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2803,74vmm19981PTn78,,2021-05-05,2021-06-16,Pfx-abc-4,57,13.6,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2806,15D4Qb22eA2O3e6,CD-00090,2021-09-02,2021-10-07,Pfx-4.0,260,13.5,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2806,28X9HCG8RfsFa85,CD-00083,2019-04-09,2019-04-20,Pfx-abc-6,610,15.2,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2807,1bVjHtB0i100DRV,CD-00005,2020-11-07,2020-12-27,Pfx-2.8,560,17.1,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2811,88IxO0hoD2TxO8H,CD-00071,2021-11-03,2021-12-14,Pfx-4.0,390,16.5,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2811,2nU311n0pj6fVa7,CG-0028,2021-04-26,2021-06-23,Pfx-abc-8,60,18,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2812,4134P63U16oI4c4,CH-0034,2021-08-15,2021-09-25,Pfx-2.8,320,15.2,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2819,0lCew62r14Pg0D3,,2019-12-30,2020-01-27,Pfx-3.2,12,11,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2820,qpEy4XO5A4odW09,CD-00147,2021-03-19,2021-04-23,Pfx-3.1,10,15,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2820,7N0F20wc3tOT7G9,CH-0050,2020-02-14,2020-04-04,Pfx-4.0,40,12,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2821,aYPXLc98BL463j6,,2020-03-30,2020-05-14,Pfx-abc-3,34,7.2,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2823,7c57y794MS6r57n,,2019-12-22,2020-01-23,Pfx-abc-2,41,14,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2824,k2T1ye2mD3au482,CD-00050,2021-05-11,2021-06-22,Pfx-4.0,1,15,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2825,e85K81y08S0GLo2,CD-00035,2020-07-16,2020-08-10,Pfx-abc-8,30,16.2,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2828,o8L4lzZ792X2xFf,CG-0004,2019-01-09,2019-02-12,Pfx-abc-5,280,13.2,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2832,0xI883QW93VD6mh,,2020-01-22,2020-03-20,Pfx-abc-6,14,19,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2838,222d30W770EnAh8,,2020-03-21,2020-04-28,Pfx-3.2,15,11,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2848,z6Y9qXabOi6PJy9,CH-0014,2020-10-18,2020-11-07,Pfx-abc-5,200,12,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2849,c5B181466H6zt5z,CD-00077,2021-04-07,2021-04-30,Pfx-3.5,260,10.4,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2850,a835IF0Hk43Q9k5,CH-0005,2019-08-15,2019-09-03,Pfx-abc-2,30,12.6,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2854,3u77M56F65EoL23,,2019-02-28,2019-04-09,Pfx-abc-2,5,11.2,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2857,l7rjn3qI1146122,CD-00019,2020-08-22,2020-10-12,Pfx-3.7,180,10.4,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2858,f5E803Sq2X347Y3,CD-00074,2021-10-28,2021-11-04,Pfx-3.0,160,17.1,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2861,75KF5t746nqaTi8,CD-00072,2020-07-12,2020-07-30,Pfx-3.6,160,13.5,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2863,R2xkhP9BO7H5xB1,CH-0013,2020-03-20,2020-04-23,Pfx-abc-1,30,13.6,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2864,aH431w0D7Z1P871,CD-00085,2021-05-13,2021-05-27,Pfx-6.0,430,27,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2865,0qk57F91MvXj369,,2020-02-11,2020-03-19,Pfx-3.4,37,9.6,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2868,b06m10Y700g8Tv2,CH-0015,2021-02-05,2021-03-05,Pfx-4.0,80,12,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2869,D9GAbh1HtR57P47,CD-00054,2019-02-24,2019-03-04,Pfx-2.9,10,39,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2873,zY52HH937ZzT04V,CD-00147,2019-03-03,2019-03-14,Pfx-abc-1,10,15.3,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2874,0X0D28OP6t926y1,CD-00023,2019-12-07,2019-12-29,Pfx-abc-6,360,17.1,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2877,62AO893T743787b,CD-00139,2019-11-19,2019-12-23,Pfx-4.0,370,13.5,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2878,0u6i281X8K8XyM3,CD-00060,2019-03-28,2019-04-29,Pfx-2.7,50,16,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2878,8HH2NY7720Z21l5,CG-0023,2021-10-10,2021-11-04,Pfx-2.8,110,15.2,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2878,P56Mx5gkQ497C9C,CD-00063,2019-08-15,2019-09-10,Pfx-3.0,10,15.2,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2878,5zCL57Q7384D54Q,CH-0034,2019-07-29,2019-08-18,Pfx-abc-8,1,18,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2882,265Qu6v93fDDx8w,,2021-03-23,2021-04-25,Pfx-3.2,16,12.1,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2883,FLYdJ2c7wC0Wzyy,CG-0030,2021-04-09,2021-05-11,Pfx-2.8,270,17.1,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2884,911sKT4N31E55E4,CD-00141,2019-04-04,2019-05-01,Pfx-2.9,10,35.1,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2885,u9ji043eXku19k2,,2020-09-28,2020-11-07,Pfx-abc-2,76,11.2,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2885,4El8f8291hc2P26,CD-00145,2020-02-21,2020-03-23,Pfx-abc-4,280,17,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2886,37928Sl26Z01oY1,CH-0047,2020-07-19,2020-08-05,Pfx-3.0,10,19,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2891,9J1nQb88Gc05n92,CG-0034,2019-10-25,2019-11-27,Pfx-abc-4,80,17,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2896,97cv3P3vt20769c,CG-0018,2019-12-25,2020-02-11,Pfx-2.7,500,14.4,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2899,L229BFeQmKWmo46,CD-00054,2021-08-13,2021-09-16,Pfx-2.8,10,17.1,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2899,C23nG3TglFHbm85,,2020-12-28,2021-02-22,Pfx-abc-3,1,9,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2902,L5b591HUPQe5kAT,CD-00041,2020-02-02,2020-02-25,Pfx-3.1,130,15,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2905,oq0678A7Wbcq927,CD-00105,2019-07-04,2019-07-26,Pfx-3.2,50,11,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2907,t5SA8b49b2cLY5i,,2021-05-06,2021-06-15,Pfx-2.9,14,31.2,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2908,0f386VMaoU1z1Pw,CD-00029,2020-04-01,2020-05-18,Pfx-3.1,320,12,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2910,1zFtF0J857L20AN,CD-00089,2019-08-19,2019-08-27,Pfx-3.5,40,11.7,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2912,dN3l21284N4S52Y,,2019-03-01,2019-04-17,Pfx-5.0,31,10,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2913,3lQ5uIvYu7K4UlG,,2020-02-08,2020-03-02,Pfx-3.2,8,11,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2914,I559h086KHNrmw6,CG-0027,2021-05-09,2021-06-05,Pfx-abc-8,100,14.4,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2914,013Auq0ts1oloc8,,2019-05-29,2019-06-15,Pfx-abc-8,2,16.2,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2919,Q9777CM6O0z8r49,,2019-09-27,2019-11-14,Pfx-abc-6,19,20.9,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2922,j4cdt450oZUkE82,CG-0030,2020-09-16,2020-09-30,Pfx-3.6,100,16.5,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2924,O6A77dSbK9B96Cq,CG-0028,2019-03-27,2019-05-11,Pfx-abc-2,220,12.6,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2924,F1DQvE1565vux5n,,2020-09-18,2020-10-16,Pfx-abc-3,17,8.1,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2925,M93W1H1I50i14k2,CG-0010,2020-07-17,2020-07-20,Pfx-2.9,120,42.9,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2931,531Wz10M4HleL6u,CG-0023,2019-03-10,2019-04-01,Pfx-abc-4,20,17,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2932,Zr97oa06B625F3P,,2020-07-28,2020-09-06,Pfx-3.4,5,12,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2935,FA7o5270L16Pd13,,2019-05-26,2019-07-24,Pfx-3.5,4,13,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2935,7O5I1SAE1P3QU9j,CD-00029,2019-11-14,2019-12-18,Pfx-5.0,170,10,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2935,5v87Ak27sFizzAF,CG-0020,2021-02-06,2021-02-16,Pfx-abc-5,460,9.6,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2938,1OC07J3Dm30b5pr,CG-0005,2021-06-22,2021-08-01,Pfx-abc-6,200,17.1,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2940,5x0Q224174Sw3Vu,CD-00051,2021-01-23,2021-02-19,Pfx-abc-7,40,12.1,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2941,2Rhbbo57r80yLq1,CG-0026,2020-06-19,2020-07-16,Pfx-2.7,230,14.4,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2941,0SD3Nl6G7saK76K,,2019-01-02,2019-02-22,Pfx-abc-6,49,17.1,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2946,0I3005nNI4H0RN2,,2021-03-30,2021-04-12,Pfx-3.1,28,12,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2947,GHa93rKO3i6QV2w,CD-00083,2021-09-13,2021-09-24,Pfx-3.2,110,8.8,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2950,0N95x80g081Vn57,CH-0050,2020-11-21,2021-01-19,Pfx-3.0,500,15.2,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2951,40J08d7Gw5V8020,CD-00019,2020-05-09,2020-05-19,Pfx-5.0,80,9,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2951,1V8Iz0553i3k9tv,CD-00084,2021-07-25,2021-09-02,Pfx-abc-8,70,16.2,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2957,j87KZ595s01031F,CD-00084,2020-09-12,2020-10-14,Pfx-3.3,130,19,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2960,711283O4yi848rn,,2021-06-23,2021-07-31,Pfx-5.0,18,9,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2961,19fKCRoSf2U2aVd,CG-0030,2021-11-19,2021-12-03,Pfx-3.2,400,9.9,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2961,H76QhB92G835v24,CG-0015,2019-12-14,2020-01-31,Pfx-6.0,340,24,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2963,597PF6R638w73Dh,CG-0005,2019-12-28,2020-02-22,Pfx-3.7,90,14.3,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2966,dz783sf199T4r0T,,2020-01-20,2020-02-10,Pfx-4.0,9,15,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2971,V3j152375g93b35,,2020-01-10,2020-02-20,Pfx-abc-5,17,12,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2975,43z00O29Xi02n9j,CH-0050,2021-08-23,2021-10-14,Pfx-3.4,10,10.8,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2975,76B4b0293vpFt60,,2021-03-03,2021-03-18,Pfx-abc-2,20,11.2,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2979,2U87h071L453011,CG-0015,2019-04-17,2019-04-27,Pfx-2.8,20,20.9,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2979,12p2Z8212662hV0,,2020-04-05,2020-04-28,Pfx-abc-3,11,9,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2984,Ss174iuQv7FlW45,,2020-09-20,2020-11-10,Pfx-3.7,6,14.3,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2985,s3U8sD5N9tk2HY4,CD-00047,2020-07-29,2020-09-24,Pfx-2.8,170,20.9,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2985,q56VR498Fb5MyS2,CG-0031,2021-05-22,2021-06-03,Pfx-4.0,1,13.5,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2986,wk8yr219HZ71fX1,CD-00041,2019-09-19,2019-11-14,Pfx-4.0,90,15,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2987,7735x39I3E8z7ss,CD-00017,2020-07-18,2020-09-16,Pfx-2.7,140,12.8,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2987,KU1DZM62850488I,CG-0034,2020-10-20,2020-11-12,Pfx-abc-4,10,15.3,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2988,TfG1485651p9741,CG-0009,2019-09-12,2019-11-02,Pfx-abc-1,1,15.3,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2990,yx7A12vq0Y81u51,CD-00021,2019-12-13,2020-01-07,Pfx-3.5,90,13,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2991,01I9Xy42b2P4eu9,CD-00083,2019-04-14,2019-05-02,Pfx-3.7,90,13,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2992,85B444X4x7S0q9R,CD-00016,2020-06-25,2020-08-04,Pfx-3.0,30,19,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2993,XY59YvM994670b5,CD-00107,2020-01-19,2020-03-15,Pfx-3.3,1,19,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2994,A6574k76xTP629Z,,2020-02-11,2020-03-14,Pfx-2.8,4,17.1,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2998,R12q60x1Y348i49,CH-0019,2020-10-26,2020-12-11,Pfx-3.0,310,17.1,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-2999,86Nxs453QGxTPoE,,2021-03-29,2021-04-19,Pfx-2.7,9,17.6,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3001,84NWD30964WSu01,,2019-07-21,2019-08-06,Pfx-2.7,18,16,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3008,Gvq2RF11377B805,CG-0024,2019-06-28,2019-07-31,Pfx-5.0,120,9,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3009,1Jw35X4LAxgm4S7,CG-0029,2021-05-31,2021-07-14,Pfx-2.8,1,19,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3009,213K90hu8aOF873,CD-00115,2020-02-04,2020-03-29,Pfx-3.2,480,9.9,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3010,m784WE8rk69Oov7,CG-0009,2020-07-24,2020-08-29,Pfx-3.6,170,15,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3011,im35YMzUx5WAlxU,CD-00048,2019-02-28,2019-04-19,Pfx-3.3,230,15.2,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3011,611NF6Zp2a7cb48,CD-00135,2021-11-12,2021-12-03,Pfx-3.6,430,12,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3011,n2u189a501d7X72,CG-0011,2019-07-28,2019-08-14,Pfx-5.0,370,8,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3014,dt8rwF5urx1QZBh,CG-0028,2020-07-06,2020-08-29,Pfx-2.9,260,35.1,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3014,40ijI691L1f5527,CD-00074,2021-04-11,2021-04-19,Pfx-3.5,260,11.7,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3016,9xg8P6j9BR5nCD0,,2019-08-28,2019-09-20,Pfx-3.5,24,14.3,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3017,1R7fowN1561x5JS,CD-00001,2021-11-15,2021-11-18,Pfx-3.0,300,19,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3017,7008288361167Uf,CD-00123,2020-04-17,2020-05-23,Pfx-5.0,100,11,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-3017,V17up9nj55d47je,CD-00084,2021-09-18,2021-11-11,Pfx-abc-4,90,13.6,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
