key1,key2,key3,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute21,attribute22,attribute23,attribute24,attribute25,attribute26,attribute27,attribute28,attribute29,attribute30
2019-11,St. Louis,Tomato Mild,4.3850963719,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,2X Split Pack L,0.1774241258,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,4X Bundle,0.2779230278,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,4X Split Pack L,0.2930965892,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Beef,13.6755570452,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Bottle,0.0867089934,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Grated Cheese,8.8984629148,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Lamb,18.4997946215,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Mustard Hot,6.618422067,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Mustard Medium,4.949788281,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Mustard Mild,4.7166405699,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pack L,0.0929049613,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pack M,0.0745331197,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pack Meal L,0.094717409,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pack Meal M,0.0902935959,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pack Meal S,0.0679652983,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pack Meal XL,0.1400637343,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pack S,0.0447871927,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Pork,7.9309152969,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Tofu,1.8204867641,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Tomato Hot,3.589659289,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Tomato Medium,4.1196293944,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,Darmstadt,Tomato Mild,3.1756206011,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,2X Split Pack L,0.3115711131,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,4X Bundle,0.3450377886,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,4X Split Pack L,0.4346774353,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Beef,15.1425404942,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Bottle,0.0857079337,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Grated Cheese,7.4149215513,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Lamb,21.6148832356,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Mustard Hot,6.4251775802,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Mustard Medium,4.4701078188,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Mustard Mild,6.9150995137,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pack L,0.084802875,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pack M,0.0822757816,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pack Meal L,0.1236949675,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pack Meal M,0.1124595191,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pack Meal S,0.0755909624,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pack Meal XL,0.1625043239,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pack S,0.0415618708,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Pork,9.1415333518,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Tofu,1.5102380443,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Tomato Hot,3.281490714,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Tomato Medium,3.0288976657,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,St. Louis,Tomato Mild,3.0143782257,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,2X Split Pack L,0.2622726048,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,4X Bundle,0.3732659883,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,4X Split Pack L,0.2820960569,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Beef,9.2175315472,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Bottle,0.0827299902,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Grated Cheese,5.8790752941,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Lamb,27.1855977558,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Mustard Hot,5.0373495465,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Mustard Medium,4.9394150723,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Mustard Mild,5.5962754703,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pack L,0.1032725428,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pack M,0.0575848959,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pack Meal L,0.1078052487,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pack Meal M,0.0860009151,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pack Meal S,0.0793334407,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pack Meal XL,0.1323981091,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pack S,0.0456536997,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Pork,9.0617313538,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Tofu,1.5288829933,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Tomato Hot,3.5783938012,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Tomato Medium,3.2773519756,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,Darmstadt,Tomato Mild,3.0514283692,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,2X Split Pack L,0.3024323933,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,4X Bundle,0.3034283684,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,4X Split Pack L,0.4133713842,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Beef,10.3855160796,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Bottle,0.0880038005,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Grated Cheese,7.9170154256,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Lamb,24.060744223,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Mustard Hot,5.2088853616,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Mustard Medium,6.5148695526,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Mustard Mild,6.4065231889,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pack L,0.0763142398,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pack M,0.069186744,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pack Meal L,0.1554702528,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pack Meal M,0.1046896463,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pack Meal S,0.0868087727,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pack Meal XL,0.1783185764,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pack S,0.0444597186,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Pork,8.6394561497,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Tofu,1.5911027869,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Tomato Hot,3.5336203315,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Tomato Medium,3.27349876,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,St. Louis,Tomato Mild,3.9392502994,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,2X Split Pack L,0.2640345967,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,4X Bundle,0.2995530925,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,4X Split Pack L,0.2742750158,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Beef,10.1798308508,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Bottle,0.1079601241,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Grated Cheese,6.7537432587,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Lamb,24.1301556453,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Mustard Hot,4.2663621224,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Mustard Medium,5.0861481286,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Mustard Mild,6.3907356092,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pack L,0.1027742875,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pack M,0.0575652873,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pack Meal L,0.1184517886,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pack Meal M,0.0732463756,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pack Meal S,0.0903964039,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pack Meal XL,0.1057433003,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pack S,0.039934272,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Pork,6.6332102263,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Tofu,1.525372643,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Tomato Hot,3.5501308123,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Tomato Medium,2.6041643696,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,Darmstadt,Tomato Mild,3.2140389447,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,2X Split Pack L,0.2814671914,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,4X Bundle,0.3443803554,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,4X Split Pack L,0.4577919747,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Beef,14.1318821351,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Bottle,0.108369972,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Grated Cheese,8.6490604617,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Lamb,22.4372389726,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Mustard Hot,4.6921297258,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Mustard Medium,6.0745865654,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Mustard Mild,6.0978326598,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pack L,0.0724403664,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pack M,0.0656669699,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pack Meal L,0.1153789345,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pack Meal M,0.0876691545,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pack Meal S,0.0713873743,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pack Meal XL,0.126176289,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pack S,0.0367628269,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Pork,7.3263288105,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Tofu,1.634321338,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Tomato Hot,4.4176725501,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Tomato Medium,2.8136222136,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,St. Louis,Tomato Mild,4.2371766039,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,2X Split Pack L,0.2297947048,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,4X Bundle,0.4018174944,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,4X Split Pack L,0.3920841294,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Beef,12.3766470193,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Bottle,0.0747408329,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Grated Cheese,7.4722978805,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Lamb,27.0716929641,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Mustard Hot,6.7227991254,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Mustard Medium,4.5008686063,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Mustard Mild,5.2073885772,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pack L,0.0692180345,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pack M,0.0487935019,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pack Meal L,0.1197810732,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pack Meal M,0.0830471933,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pack Meal S,0.085253044,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pack Meal XL,0.1663809553,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pack S,0.0489347466,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Pork,8.0198350962,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Tofu,1.8624852555,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Tomato Hot,3.4413838787,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Tomato Medium,4.1232774831,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,Darmstadt,Tomato Mild,2.768809516,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,2X Split Pack L,0.2841357447,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,4X Bundle,0.3469096687,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,4X Split Pack L,0.308330527,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Beef,14.7077978508,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Bottle,0.1047974879,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Grated Cheese,7.3790050681,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Lamb,29.7984820159,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Mustard Hot,6.2357057529,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Mustard Medium,6.4520308355,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Mustard Mild,5.4265748375,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pack L,0.0857429441,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pack M,0.0797226303,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pack Meal L,0.1266368405,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pack Meal M,0.101688317,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pack Meal S,0.0723486377,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pack Meal XL,0.1740316859,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pack S,0.0527797634,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Pork,9.3896627276,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Tofu,2.0215696926,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Tomato Hot,4.5173475563,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Tomato Medium,2.9014670134,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,St. Louis,Tomato Mild,3.1973307684,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,2X Split Pack L,0.2353499365,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,4X Bundle,0.2768387893,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,4X Split Pack L,0.299642026,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Beef,9.7267759876,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Bottle,0.0754545735,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Grated Cheese,6.8091926827,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Lamb,26.0145837196,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Mustard Hot,6.3892583253,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Mustard Medium,5.7903647261,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Mustard Mild,5.2340119114,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pack L,0.0944274684,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pack M,0.0681333671,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pack Meal L,0.1132890459,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pack Meal M,0.0971757269,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pack Meal S,0.0685749189,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pack Meal XL,0.1080811878,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pack S,0.0516888424,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Pork,7.9166299954,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Tofu,1.6372655972,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Tomato Hot,3.3387926589,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Tomato Medium,3.5809150624,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,Darmstadt,Tomato Mild,3.8301529868,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,2X Split Pack L,0.275604902,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,4X Bundle,0.4067156241,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,4X Split Pack L,0.3652077986,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Beef,13.4461160276,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Bottle,0.1186363912,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Grated Cheese,6.5457687687,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Lamb,27.1551841981,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Mustard Hot,6.8638488673,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Mustard Medium,5.039755825,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Mustard Mild,6.0084878492,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pack L,0.0958452815,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pack M,0.0545459952,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pack Meal L,0.1454765615,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pack Meal M,0.0994277724,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pack Meal S,0.076224462,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pack Meal XL,0.1552972098,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pack S,0.0559565971,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Pork,9.0621593956,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Tofu,1.8102450044,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Tomato Hot,3.258460587,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Tomato Medium,3.2510739186,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,St. Louis,Tomato Mild,3.5943977368,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,Darmstadt,2X Split Pack L,0.2553646846,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,Darmstadt,4X Bundle,0.2877999271,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,Darmstadt,4X Split Pack L,0.3387433294,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,Darmstadt,Beef,9.083548703,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,Darmstadt,Bottle,0.1136446277,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,Darmstadt,Grated Cheese,7.9821294354,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,Darmstadt,Lamb,26.5578857254,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
